asin,title,title_length,price,total_images,gallery_video_count,has_video,has_aplus,top_keywords,unique_keyword_count,total_word_count,sentiment_keywords,has_quality_words,has_material_words,has_benefit_words,quantity_sold_365days,classification,sku_type,rating_numeric,reviews_count_numeric
B07KS3R6BD,NOVICA Artisan Handmade Sterling Silver Cuff Bracelet Turtle Crafted India Animal Themed Frog Turtleturtle [7.75 in L (end to End) x 0.4 in W] ' Turtle Fantasy',27,129,7,0,FALSE,FALSE,"crafted, novica, handmade, sterling, silver, cuff, bracelet, turtle, india, end, artisans, shanker, farming, family, artisan, animal, themed, frog, turtleturtle, fantasy, works, together, talented, artists, designers, around, world, produce, stunning, keepsake",70,85,"crafted, handmade, family, artisan, stunning, happiness, happy, fantastic, tradition, inspired, support",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B01D93HAS4,NOVICA Artisan Handmade Lapis Lazuli Citrine Ynecklace India Jewelry Sterling Silver Blue Yellow Royal Reflecting Pond Snorkel Leaf Tree Bollywood Birthstone [necklace 17.75 in min L x 18.25 in max ],31,299,8,1,TRUE,TRUE,"novica, artisan, handmade, lapis, lazuli, citrine, ynecklace, india, jewelry, sterling, silver, blue, yellow, royal, reflecting, pond, snorkel, leaf, tree, bollywood, birthstone, necklace, min, max",24,24,"artisan, handmade",TRUE,FALSE,FALSE,2,Jewelry,Basic Item,4.1,5
B06XHKRDW8,NOVICA Artisan Lapis Lazuli Drop Earrings and Sterling Silver from Peru Blue Birthstone [0.9 in L x 0.6 in W x 0.1 in D] ' Caress of An Angel',29,89,9,0,FALSE,FALSE,"novica, artisan, lapis, lazuli, drop, earrings, sterling, silver, peru, blue, birthstone, caress, angel",13,13,artisan,TRUE,FALSE,FALSE,2,Jewelry,Basic Item,,
B081HD3GKS,NOVICA Artisan Handcarved African Wood Mask Sese Wall from Ghana Black Multicolor Woodbrass Masks Ghanaian [5.75in H x 3in W x 1.4in D] ' Stellar Thoughts',26,29,7,2,TRUE,TRUE,"artisans, novica, world, wall, customers, better, where, love, visit, store, what, masks, mission, happy, handmade, products, page, create, future, time, unique, decorative, less, artisan, handcarved, african, wood, mask, sese, ghana",114,162,"better, love, mission, happy, handmade, create, unique, artisan, happiness, improve, impact, dream, stories, respect, empower",TRUE,TRUE,TRUE,26,Masks,Basic Item,3.7,4
B07525VZZZ,NOVICA Artisan Handmade Obsidian Large Cocktail Ring Outsized Mexican 950 Fine Silver Black Mexico Taxco 'New Moon over Taxco',19,69,9,0,FALSE,FALSE,"silver, taxco, what, novica, handmade, obsidian, cocktail, ring, 950, black, mexico, world, gem, alon, diller, jewelry, artisan, large, outsized, mexican, fine, new, moon, over, works, together, talented, artists, artisans, designers",72,91,"handmade, artisan, stunning, happiness, happy, designed",TRUE,FALSE,FALSE,1,Jewelry,Child,5,1
B094N2XLRZ,NOVICA Artisan Handmade Agate Cultured Pearl Dangle Earrings Freshwater Sterling Silver Glass Bead Cluster Beaded Thailand Gemstone Birthstone [1.9 in L x 1 in W] ' Space Candy in Black',30,25,7,0,FALSE,FALSE,"artisan, earrings, thailand, black, novica, handmade, agate, cultured, dangle, sterling, silver, glass, cluster, gemstone, colorful, beads, pair, nareerat, pearls, pearl, freshwater, bead, beaded, birthstone, space, candy, works, together, talented, artists",83,106,"artisan, handmade, stunning, happiness, happy, green, create",TRUE,TRUE,FALSE,1,Jewelry,Basic Item,,
B0017LSUUI,NOVICA Artisan Handmade Coconut Shell Braided Bracelet Thai Wristband Beaded Thailand Eco Friendly Nature [maximum Inner Circumference 7 in L x 1.2 in W Minimum Inner Circumference 5.25 in L],30,27,6,0,FALSE,FALSE,"novica, handmade, coconut, shell, bracelet, thailand, inner, circumference, around, sasithon, saisuk, silver, work, jewelry, artisan, braided, thai, wristband, beaded, eco, friendly, nature, maximum, minimum, works, together, talented, artists, artisans, designers",91,105,"handmade, artisan, eco, stunning, happiness, happy, celebrating, natural, tradition, local, enjoy, proud, love",TRUE,FALSE,TRUE,1,Jewelry,Basic Item,,
B0856279GT,NOVICA Artisan Handmade Sterling Silver Cocktail Ring Thai Knot Style Band Stone Thailand Celtic [crownbezel 0.7 in L x 0.6 in W Band Width 2 mm W] ' Thistle Knot',30,57,8,0,FALSE,FALSE,"silver, knot, thailand, novica, handmade, sterling, cocktail, ring, band, celtic, thistle, wadarat, supasirisuk, sometimes, clients, artisan, thai, style, stone, crownbezel, width, works, together, talented, artists, artisans, designers, around, world, produce",82,100,"handmade, artisan, stunning, happiness, happy, delightful",TRUE,FALSE,FALSE,1,Jewelry,Child,,
B07B1QHRGV,NOVICA Artisan Handmade Wood Wall Mirror Sun Moon Themed Bronze Leaf Metallic Peru Decor Mirrors Bohemian 'Cuzco Eclipse',18,26,7,2,TRUE,TRUE,"artisans, novica, world, artisan, handmade, wall, customers, better, where, love, visit, store, what, bronze, leaf, mirrors, mission, happy, products, page, create, future, time, unique, decorative, less, fair, trade, product, quality",136,195,"artisan, handmade, better, love, mission, happy, create, unique, fair, trade, quality, happiness, improve, impact, dream",TRUE,TRUE,TRUE,2,Mirrors,Basic Item,3.9,14
B072YV8YR9,NOVICA Artisan Handmade Carnelian Dangle Earrings Beaded from Thailand Red Birthstone 'Fiery Memory',13,44,8,1,TRUE,TRUE,"novica, artisan, handmade, carnelian, dangle, earrings, beaded, thailand, red, birthstone, fiery, memory",12,12,"artisan, handmade",TRUE,FALSE,FALSE,16,Jewelry,Basic Item,4.7,12
B07WVB6BZY,NOVICA Artisan Handmade Rainbow Moonstone Cocktail Ring Mixed Metals Floral from India Copper .925 Sterling Silver Brass Clear Multi Gemstone 'Rain Flowers',22,69,8,1,TRUE,TRUE,"novica, artisan, handmade, rainbow, moonstone, cocktail, ring, mixed, metals, floral, india, copper, 925, sterling, silver, brass, clear, multi, gemstone, rain, flowers",21,21,"artisan, handmade",TRUE,FALSE,FALSE,2,Jewelry,Child,3.9,57
B07KJR2T69,NOVICA Artisan Handmade Peridot Cocktail Ring Traditional from India .925 Sterling Silver Red Single Stone Marsala Birthstone Gemstone 'Traditional Romantic',20,69,8,1,TRUE,TRUE,"traditional, novica, artisan, handmade, peridot, cocktail, ring, india, 925, sterling, silver, red, single, stone, marsala, birthstone, gemstone, romantic",18,19,"traditional, artisan, handmade",TRUE,FALSE,FALSE,13,Jewelry,Child,4.7,31
B07Y42MFQ2,NOVICA Artisan Handwoven Tote Eco Friendly in Tangerine from Guatemala Handbags Orange Shoulder Patterned Recycled ' Undeniable Beauty in Tangerine',20,59,8,1,TRUE,TRUE,"tangerine, novica, artisan, handwoven, tote, eco, friendly, guatemala, handbags, orange, shoulder, patterned, recycled, undeniable, beauty",15,16,"artisan, eco, recycled",TRUE,TRUE,TRUE,1,Handbags,Basic Item,,
B00817UZCW,NOVICA Artisan Handmade Wood Sculpture Indonesian Yoga Brown Cognac Toasted Almond Iced Coffee Hazelnut Animal Themed Nature Cat [6in H x 3.5in W x 6in D] ' Yogi Cat',29,79,8,2,TRUE,TRUE,"artisans, novica, world, handmade, artisan, customers, better, time, item, where, love, visit, store, what, wood, cat, 6in, mission, happy, products, page, create, future, unique, honored, decorative, wall, less, works, quality",136,198,"handmade, artisan, better, love, mission, happy, create, unique, quality, happiness, improve, impact, dream, stories, respect",TRUE,TRUE,TRUE,3,Sculpture,Basic Item,5,5
B000YG4NLC,NOVICA Artisan Handmade Sterling Silver Dangle Earrings 925 Mexico Day of The Dead No Stone Taxco Halloween [2.4 in L x 0.5 in W x 0 in D] ' Catrina Chic',31,107,6,1,TRUE,TRUE,"novica, artisan, handmade, sterling, silver, dangle, earrings, 925, mexico, day, dead, stone, taxco, halloween, catrina, chic",16,16,"artisan, handmade",TRUE,FALSE,FALSE,2,Jewelry,Basic Item,,
B01BPQ45XA,NOVICA Artisan Handcrafted Pearl Bangle Bracelet Indian Sterling Silver White Birthstone [7 in Inner Circ. x 1.2 in W Pendant(s) 0.5 in L x 0.5 in W x 0.3 in D] ' Aesthetic Moon',34,149,7,1,TRUE,TRUE,"novica, artisan, handcrafted, pearl, bangle, bracelet, indian, sterling, silver, white, birthstone, inner, circ, pendant, aesthetic, moon",16,16,"artisan, handcrafted",TRUE,FALSE,FALSE,3,Jewelry,Basic Item,5,6
B075274BRH,Novica Artisan Handmade .925 Sterling Silver Meditation Spinner Ring From India Band 'Spinning Vines',14,47,8,1,TRUE,TRUE,"novica, artisan, handmade, 925, sterling, silver, meditation, spinner, ring, india, band, spinning, vines",13,13,"artisan, handmade",TRUE,FALSE,FALSE,4,Jewelry,Child,4.2,128
B0751X4YPV,NOVICA Artisan Handmade Garnet Single Stone Ring .925 Sterling Silver from Bali Red Indonesia Birthstone 'Temple Creeper',17,39,9,0,FALSE,FALSE,"single, stone, ring, novica, handmade, garnet, sterling, silver, artisans, artisan, 925, bali, red, indonesia, birthstone, temple, creeper, works, together, talented, artists, designers, around, world, produce, stunning, keepsake, treasures, mantra, spread",57,69,"handmade, artisan, stunning, happiness, happy, handcrafted",TRUE,FALSE,FALSE,2,Jewelry,Child,5,2
B08WHBBFN8,NOVICA Artisan Handwoven Cotton Blend Sarong in Buff from India Clothing White Beige Striped ' Stylish Stripes',17,23,6,0,FALSE,FALSE,"novica, artisan, handwoven, cotton, blend, sarong, buff, india, clothing, white, beige, striped, stylish, stripes",14,14,artisan,TRUE,TRUE,FALSE,1,Clothing & Accessories,Basic Item,,
B0752B4KFC,NOVICA Artisan Handmade Multigemstone Cocktail Ring Silver Moonstone Artisan with Amethyst Garnet Sterling Multicolor 'Spiral Enchantment',16,62,7,1,TRUE,TRUE,"artisan, novica, handmade, multigemstone, cocktail, ring, silver, moonstone, amethyst, garnet, sterling, multicolor, spiral, enchantment",14,15,"artisan, handmade",TRUE,FALSE,FALSE,1,Jewelry,Child,4.1,14
B079YLNS12,NOVICA Handmade .925 Sterling Silver Multigemstone Pendant Necklace Artisan Crafted from India Cultured Freshwater Pearl Prasiolite Birthstone 'Entrancing Princess',19,299,8,1,TRUE,TRUE,"novica, handmade, 925, sterling, silver, multigemstone, pendant, necklace, artisan, crafted, india, cultured, freshwater, pearl, prasiolite, birthstone, entrancing, princess",18,18,"handmade, artisan, crafted",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B07J19WLRR,NOVICA Artisan Handmade Amethyst Rainbow Moonstone Dangle Earrings from India Sterling Silver Birthstone Gemstone [2.1 in L x 0.3 in W x 0.2 in D] ' Gemstone Fusion',28,79,9,0,FALSE,FALSE,"earrings, novica, handmade, amethyst, rainbow, moonstone, dangle, india, sterling, silver, gemstone, fusion, artisans, between, neeru, goel, each, her, jewelry, grandmother, artisan, birthstone, works, together, talented, artists, designers, around, world, produce",74,95,"handmade, artisan, stunning, happiness, happy, beautiful, crafted, local, passion",TRUE,FALSE,FALSE,4,Jewelry,Basic Item,,
B0009FVET2,NOVICA Artisan Hand-Painted Long Kimono Patterned Robe with Pockets for Women Lightweight Loungewear from Indonesia 'Tropical Sea',17,99,8,1,TRUE,TRUE,"artisans, novica, world, customers, better, where, love, visit, store, what, hand, long, robe, mission, happy, handmade, products, page, create, future, time, unique, batik, less, artisan, painted, kimono, patterned, pockets, women",109,157,"better, love, mission, happy, handmade, create, unique, artisan, women, happiness, improve, impact, dream, stories, respect",TRUE,FALSE,TRUE,6,Clothing & Accessories,Basic Item,4.5,37
B00F2V36F8,NOVICA Artisan Handmade Cultured Pearl Peridot Beaded Necklace Quartz Multigem from Thailand Brass Silver Plated Garnet Green Multicolor Pink Strawberry Ice Bodacious Birthstone [necklace 17.25 in L ],28,47,8,1,TRUE,TRUE,"necklace, novica, artisan, handmade, cultured, pearl, peridot, beaded, quartz, multigem, thailand, brass, silver, plated, garnet, green, multicolor, pink, strawberry, ice, bodacious, birthstone",22,23,"artisan, handmade, green",TRUE,FALSE,FALSE,6,Jewelry,Basic Item,4.3,4
B07J18ZNKB,NOVICA Artisan Handmade Amethyst Dangle Earrings Round Faceted Sterling Silver India Birthstone [2.2 in L x 0.4 in W x 0.3 in D] ' Purple Raindrops',26,67,9,0,FALSE,FALSE,"sterling, silver, novica, handmade, dangle, earrings, round, faceted, india, neeru, goel, her, jewelry, grandmother, artisan, amethyst, birthstone, purple, raindrops, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake",69,85,"handmade, artisan, stunning, happiness, happy, passion",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B06XT73MXN,NOVICA Artisan Blue Topaz Dangle Earrings and Sterling Silver from India Birthstone [1.4 in L x 0.7 in W x 0.2 in D] ' Blue Wheels',26,37,8,0,FALSE,FALSE,"blue, jewelry, novica, topaz, dangle, earrings, sterling, silver, artisans, passion, neeru, goel, her, grandmother, artisan, india, birthstone, wheels, works, together, talented, artists, designers, around, world, produce, stunning, keepsake, handmade, treasures",70,86,"passion, artisan, stunning, handmade, happiness, happy, local",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,4.6,
B01CTGTCSI,NOVICA Artisan Handmade Men's Leather Wristband Bracelet Tooled Brown for Brass Thailand Cognac [8.75 in min L x 9.5 in max L x 1.8 in W] ' Western Quest',29,37,8,0,FALSE,FALSE,"leather, bracelet, novica, artisan, handmade, wristband, tooled, brown, brass, thailand, works, around, world, produce, spirit, adventure, chaloemphon, craft, friends, men, cognac, min, max, western, quest, together, talented, artists, artisans, designers",106,131,"artisan, handmade, stunning, happiness, happy, secure, comfortable, giving",TRUE,FALSE,FALSE,2,Jewelry,Basic Item,,
B01KGIDXTK,"NOVICA Mosaic Glass and Steel Wall Mounted Mirror, Multicolor, 'Fiesta Moon'",11,149,4,1,TRUE,TRUE,"artisans, novica, world, glass, wall, mirror, happy, customers, better, item, hand, where, unique, love, visit, store, what, size, crafted, mosaic, moon, mission, spread, happiness, handmade, products, page, create, because, future",199,295,"happy, better, unique, love, crafted, mission, happiness, handmade, create, fair, trade, quality, artisan, improve, impact",TRUE,TRUE,TRUE,1,Mirrors,Basic Item,5,1
B01N0TKT9H,NOVICA Artisan Handcrafted Black Onyx Drop In Sterling Silver | Chalcedony Drop | French Wire Drop | Stone Dangle Drop | Black Agate | Onyx Dangle Earrings,27,79,8,1,TRUE,TRUE,"drop, black, onyx, dangle, novica, artisan, handcrafted, sterling, silver, chalcedony, french, wire, stone, agate, earrings",15,21,"artisan, handcrafted",TRUE,FALSE,FALSE,232,Jewelry,Basic Item,4.5,407
B07528YN9B,NOVICA Artisan Handmade Rainbow Moonstone Cocktail Ring .925 Sterling Silver Indonesia Clear 'Magic Portal',14,61,8,1,TRUE,TRUE,"novica, artisan, handmade, rainbow, moonstone, cocktail, ring, 925, sterling, silver, indonesia, clear, magic, portal",14,14,"artisan, handmade",TRUE,FALSE,FALSE,10,Jewelry,Child,4.6,660
B000YG7CR4,NOVICA Artisan Handmade Carnelian Link Bracelet Sterling Silver Red Indonesia Marsala Birthstone [7.5 in L x 0.7 in W] ' Sunset in Bali',23,119,6,1,TRUE,TRUE,"novica, artisan, handmade, carnelian, link, bracelet, sterling, silver, red, indonesia, marsala, birthstone, sunset, bali",14,14,"artisan, handmade",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B079YYG876,NOVICA Artisan Handmade Sterling Silver Pendant Celtic Knot from India Artisan Stone [1.2 in L x 0.8 in W x 0.1 in D] ' Celtic Reverie',26,49,8,1,TRUE,TRUE,"artisan, celtic, novica, handmade, sterling, silver, pendant, knot, india, stone, reverie",11,13,"artisan, handmade",TRUE,FALSE,FALSE,3,Jewelry,Basic Item,,
B01H2JDCP6,NOVICA Artisan Handmade Amethyst Rainbow Moonstone Dangle Earrings Silver with Faceted Sterling Clear Purple India Birthstone [1.4 in L x 0.4 in W x 0.2 in D] ' Two Teardrops',30,87,8,1,TRUE,TRUE,"novica, artisan, handmade, amethyst, rainbow, moonstone, dangle, earrings, silver, faceted, sterling, clear, purple, india, birthstone, two, teardrops",17,17,"artisan, handmade",TRUE,FALSE,FALSE,37,Jewelry,Basic Item,4.7,55
B07KJB7RRF,NOVICA Artisan Handmade Gold Plated Sterling Silver Chandelier Earrings 22k Dangle India [1.4 in L x 0.5 in W] ' Golden Music',22,69,8,0,FALSE,FALSE,"earrings, novica, handmade, gold, sterling, silver, chandelier, 22k, designs, artisan, plated, dangle, india, golden, music, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures, mantra, spread, happiness",74,85,"handmade, artisan, stunning, happiness, happy, delightful, crafted, inspired, natural, journey",TRUE,FALSE,FALSE,7,Jewelry,Basic Item,,
B094N1YKT6,NOVICA Artisan Handmade Reversepainted Glass Wall Mirror Wood with Floral Motifs Multicolor Peru Decor Mirrors [Frame 11in H x 9.75in W x 1.2in D Mirror 6in W x 3.9in H] ' Sweet Arrangement',33,109,6,2,TRUE,TRUE,"artisans, novica, world, handmade, artisan, wall, mirror, customers, better, time, item, where, love, visit, store, what, glass, wood, mirrors, frame, mission, happy, products, page, create, future, unique, honored, decorative, less",137,203,"handmade, artisan, better, love, mission, happy, create, unique, quality, happiness, improve, impact, dream, stories, respect",TRUE,TRUE,TRUE,8,Mirrors,Basic Item,,
B00F2WCFXQ,NOVICA Artisan Handmade Cultured Pearl Blue Topaz Dangle Earrings Sterling Silver White Indonesia Birthstone [1.8 in L x 0.3 in W x 0.1 in D] ' Silver Trail',28,59,9,0,FALSE,FALSE,"silver, novica, artisan, handmade, cultured, pearl, blue, topaz, dangle, earrings, sterling, white, indonesia, birthstone, trail",15,16,"artisan, handmade",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B081FLLSY9,NOVICA Artisan Handmade .925 Sterling Silver Meditation Spinner Ring Balinese Band Indonesia Romantic 'Dragon Scale',15,59,8,1,TRUE,TRUE,"jewelry, silver, good, people, own, quality, artisan, meditation, crafting, designs, novica, handmade, sterling, ring, balinese, band, school, high, pieces, who, workshop, art, very, day, family, after, order, because, satisfaction, help",159,214,"quality, artisan, handmade, family, help, stunning, happiness, happy, create, creating, helping",TRUE,FALSE,FALSE,1,Jewelry,Child,5,1
B01DCKYBK4,NOVICA Artisan Handmade Jade Dangle Earrings Guatemalan Green Artisan Crafted Sterling Silver [1.2 in L x 0.5 in W] ' Life Divine',22,69,8,1,TRUE,TRUE,"artisan, novica, handmade, jade, dangle, earrings, guatemalan, green, crafted, sterling, silver, life, divine",13,14,"artisan, handmade, green, crafted",TRUE,FALSE,FALSE,4,Jewelry,Basic Item,5,5
B07KJBND6H,NOVICA Artisan Handmade Onyx Singlestone Ring from Bali .925 Sterling Silver Indonesia Birthstone Gemstone 'Princess Gem',16,39,8,1,TRUE,TRUE,"novica, artisan, handmade, onyx, singlestone, ring, bali, 925, sterling, silver, indonesia, birthstone, gemstone, princess, gem",15,15,"artisan, handmade",TRUE,FALSE,FALSE,4,Jewelry,Child,5,1
B08PG39JL6,NOVICA Comfy in,3,44,7,0,FALSE,FALSE,"novica, comfy",2,2,,FALSE,FALSE,FALSE,4,Accessories,Basic Item,,
B0BGT32K8P,NOVICA Artisan Handmade Wood Magnets Wooden Orange Angel Set of 5 Indonesia Decor Accessories Painted Rustic [ 2in H x 1.4in W x 0.6in D] ' Angel Assembly in Orange' Set of 5,33,27,5,1,TRUE,TRUE,"wood, school, novica, artisan, item, handmade, magnets, orange, set, artisans, bali, after, work, fees, angel, decor, size, time, traditional, crafted, quality, works, togog, suyasa, albesia, pandanus, fiber, spread, cheerful, angels",187,256,"artisan, handmade, traditional, crafted, quality, help, beautiful, authentic, exceptional, craftsmanship, stunning, happiness, happy, natural, culture",TRUE,TRUE,FALSE,1,Decor Accessories,Basic Item,4.5,
B07526Q8QR,NOVICA Artisan Handmade Garnet Cocktail Ring from Indonesia .925 Sterling Silver Red Multi Stone Aurora Birthstone 'Magical Union in Red',20,119,8,1,TRUE,TRUE,"red, novica, artisan, handmade, garnet, cocktail, ring, indonesia, 925, sterling, silver, multi, stone, aurora, birthstone, magical, union",17,18,"artisan, handmade",TRUE,FALSE,FALSE,1,Jewelry,Child,4.4,28
B000YG92X6,NOVICA Artisan Handmade Pearl Dangle Earrings Sterling Silver White Indonesia Birthstone [2.2 in L x 0.6 in W] ' Rose Glow',21,117,7,0,FALSE,FALSE,"novica, artisan, handmade, pearl, dangle, earrings, sterling, silver, white, indonesia, birthstone, rose, glow",13,13,"artisan, handmade",TRUE,FALSE,FALSE,2,Jewelry,Basic Item,5,1
B075228M5C,NOVICA Artisan Handcrafted .925 Sterling Silver Band Ring Balinese Women's Wide Indonesia Leaf Tree Bohemian 'Tropical Rain Forest',18,84,8,1,TRUE,TRUE,"novica, artisan, handcrafted, 925, sterling, silver, band, ring, balinese, women, wide, indonesia, leaf, tree, bohemian, tropical, rain, forest",18,18,"artisan, handcrafted, women",TRUE,FALSE,FALSE,1,Jewelry,Child,3.5,12
B001JKTQHI,NOVICA Artisan Handmade Malachite Earrings .925 Sterling Silver Dangle Green India 'Forest Charm',13,59,8,1,TRUE,TRUE,"novica, jewelry, malachite, earrings, sterling, artist, much, artisans, handmade, silver, city, had, who, husband, also, him, four, youngest, dangle, green, aparna, beautiful, traditional, indian, families, together, expert, father, highly, hands",259,440,"handmade, green, beautiful, traditional, families, expert, happiness, artisan, crafted, easy, create, inspired, amazing, joyful, empower",TRUE,FALSE,FALSE,20,Jewelry,Basic Item,4.2,25
B075258KDG,NOVICA Artisan Handmade Men's Prasiolite Ring .925 Sterling Silver from Bali Green Single Stone Indonesia 'Valiance',16,94,8,1,TRUE,TRUE,"ring, sterling, silver, men, artist, novica, prasiolite, handmade, band, artisan, 925, bali, stone, around, bezel, kadek, hendra, keep, happiness, valiance, featuring, jaunty, rope, motifs, handsome, true, original, features, cool, thought",166,262,"handmade, artisan, happiness, original, mission, empowering, preserving, impact, green, celebrating, culture, masterpiece, giving, local, quality",TRUE,FALSE,FALSE,1,Jewelry,Child,3.6,13
B00F2V4EOU,NOVICA Artisan Handmade Pearl Dangle Earrings Artisan Jewelry from India Sterling Silver White Birthstone Moon [1 in L x 0.4 in W x 0.2 in D] ' Jaipur Magic Moon',30,47,8,1,TRUE,TRUE,"artisan, moon, novica, handmade, pearl, dangle, earrings, jewelry, india, sterling, silver, white, birthstone, jaipur, magic",15,17,"artisan, handmade",TRUE,FALSE,FALSE,2,Jewelry,Basic Item,4,1
B07B1RVZFV,NOVICA Artisan Handcrafted Decoupage Wall Cross with Puebla Tile Motifs Multicolor Wood Mexico Decor Crosses Christian Religious [10.25in H x 7.25in W x 0.8in D] ' Puebla Heritage',28,39,6,2,TRUE,TRUE,"novica, artisan, decoupage, puebla, 25in, item, quality, handcrafted, wall, cross, tile, motifs, multicolor, wood, mexico, decor, crosses, christian, religious, 8in, heritage, size, handmade, artisans, using, time, honored, traditional, methods, includes",45,54,"artisan, quality, handcrafted, heritage, handmade, traditional, authentic, crafted, exceptional, craftsmanship",TRUE,TRUE,FALSE,8,Wall Decor,Basic Item,4.8,12
B07Z44PVY7,NOVICA Artisan Handmade .925 Sterling Silver Wrap Rings Nail Wrench from India Modern 'Handy' (Pair),15,74,9,0,FALSE,FALSE,"novica, artisan, handmade, sterling, silver, rings, nail, wrench, modern, handy, pair, 925, wrap, india, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures, mantra, spread, happiness, rest",48,59,"artisan, handmade, stunning, happiness, happy, perfect, designed",TRUE,FALSE,FALSE,2,Jewelry,Child,,
B072R4JK97,NOVICA Artisan Handmade Amethyst Cuff Bracelet Sterling Silver from Bali Purple Indonesia Birthstone [6 in L (end to End) x 0.2 in W] ' Spiral Temple',26,89,8,1,TRUE,TRUE,"end, novica, artisan, handmade, amethyst, cuff, bracelet, sterling, silver, bali, purple, indonesia, birthstone, spiral, temple",15,16,"artisan, handmade",TRUE,FALSE,FALSE,15,Jewelry,Basic Item,4.1,15
B07525XQRS,NOVICA Artisan Handmade Men's .925 Sterling Silver Ring Band Indonesia 'Reptilian',11,119,8,1,TRUE,TRUE,"novica, artisan, handmade, men, 925, sterling, silver, ring, band, indonesia, reptilian",11,11,"artisan, handmade",TRUE,FALSE,FALSE,4,Jewelry,Child,4.4,26
B081TF8P25,NOVICA Artisan Handmade Gold Accented Sterling Silver Hoop Earrings from Bali Indonesia [1 in L x 0.4 in W x 0.9 in D] ' Between Sunlight',26,74,8,1,TRUE,TRUE,"novica, artisan, handmade, gold, accented, sterling, silver, hoop, earrings, bali, indonesia, between, sunlight",13,13,"artisan, handmade",TRUE,FALSE,FALSE,43,Jewelry,Basic Item,4.6,11
B0057Y5QJY,"NOVICA Large Brown Hand Carved Wood Sculpture, 15.75"" Tall, After The Rain'",12,49,4,2,TRUE,TRUE,"artisans, novica, world, rain, customers, better, where, love, visit, store, what, product, hand, wood, after, mission, happy, handmade, products, page, create, future, time, unique, decorative, wall, less, fair, trade, large",144,201,"better, love, mission, happy, handmade, create, unique, fair, trade, happiness, improve, impact, dream, stories, respect",TRUE,TRUE,TRUE,1,Sculpture,Basic Item,,
B06XHQJ4KR,NOVICA Artisan Handmade Alpaca Blend Shawl Geometric in Brick Slate from Peru Wool Accessories Shawls Grey White Red Cultural ' Geometric Andes',22,94,8,0,FALSE,FALSE,"artisans, novica, world, handmade, shawl, love, soft, geometric, happy, customers, started, better, item, where, visit, store, what, when, alpaca, blend, brick, slate, wool, mission, spread, happiness, products, page, born, create",238,326,"handmade, love, happy, better, mission, happiness, create, unique, artisan, cultural, improve, impact, dream, stories, respect",TRUE,FALSE,TRUE,1,Accessories,Basic Item,,
B08PG678Y8,NOVICA Handmade Ceramic Oval Platter Talaverastyle Serving from Mexico Multicolor Tableware Serveware Plates Nat Geo Decor [2in H x 17in W x 9.75in D] 'Raining Flowers',26,77,6,2,TRUE,TRUE,"novica, handmade, ceramic, item, artisan, quality, oval, platter, talaverastyle, serving, mexico, multicolor, tableware, serveware, plates, nat, geo, decor, 2in, 17in, 75in, raining, flowers, size, artisans, using, time, honored, traditional, methods",44,51,"handmade, artisan, quality, traditional, authentic, crafted, exceptional, craftsmanship",TRUE,TRUE,FALSE,9,Tableware & Entertaining,Basic Item,,
B081TF26ZZ,NOVICA Artisan Handmade .925 Sterling Silver Spinner Ring Patterned from India Meditation 'Rotating Style',14,109,7,0,FALSE,FALSE,"sterling, novica, handmade, silver, spinner, ring, india, around, finger, artisan, 925, patterned, meditation, rotating, style, works, together, talented, artists, artisans, designers, world, produce, stunning, keepsake, treasures, mantra, spread, happiness, rest",51,61,"handmade, artisan, stunning, happiness, happy",TRUE,FALSE,FALSE,1,Jewelry,Child,5,3
B084P4H3JD,NOVICA Handmade Ceramic Lantern Christmas Talavera from Mexico Multicolor Holiday Decor Ornaments 'Christmas Glow',14,42,8,2,TRUE,TRUE,"novica, handmade, christmas, artisan, ceramic, lantern, talavera, mexico, multicolor, holiday, decor, ornaments, glow, artisans, using, time, honored, traditional, methods, includes, official, card, certifying, item, authentic, crafted, exceptional, quality, handcrafted, product",31,36,"handmade, artisan, traditional, authentic, crafted, exceptional, quality, handcrafted",TRUE,TRUE,FALSE,91,Lamps & Lighting,Basic Item,4.7,7
B072J4VN66,NOVICA Artisan Handcrafted Wood Relief Panel Suar Buddha from Bali Brown Indonesia Wall Decor Panels Buddhism Spiritual Peace [0.9in H x 7.75in Diam.] ' Berry Buddha',26,69,7,1,TRUE,TRUE,"artisans, novica, world, artisan, wood, suar, buddha, wall, customers, handmade, better, time, item, where, love, visit, store, what, relief, panel, spiritual, diam, mission, happy, products, page, create, future, unique, honored",152,223,"artisan, handmade, better, love, mission, happy, create, unique, quality, handcrafted, happiness, improve, impact, dream, stories",TRUE,TRUE,TRUE,1,Wall Decor,Basic Item,,
